序号,代码,名称,收盘价,涨跌幅,买方机构数,卖方机构数,机构买入总额,机构卖出总额,机构买入净额,市场总成交额,机构净买额占总成交额比,换手率,流通市值,上榜原因,上榜日期
299,688371,菲沃泰,27.34,-20.0117,0,2,0.0,62999782.42,-62999782.42,457897800,-13.758481132689,4.4981,91.72,有价格涨跌幅限制的日收盘价格跌幅达到15%的前五只证券,2026-07-17
300,003031,中瓷电子,110.0,10.0,3,4,130857771.0,195652655.72,-64794884.72,1489147810,-4.351138569649,4.3613,374.17,日振幅值达到15%的前5只证券,2026-07-21
301,000811,冰轮环境,40.2,-7.0735,4,3,323422767.13,391576935.98,-68154168.85,2243732058,-3.037535993079,5.4829,393.32,日振幅值达到15%的前5只证券,2026-07-20
302,000975,山金国际,22.52,10.0147,1,4,134499944.63,205682137.06,-71182192.43,2073040806,-3.433709178516,3.7072,568.23,日涨幅偏离值达到7%的前5只证券,2026-07-22
303,688359,三孚新科,124.0,17.1801,1,1,31716993.78,103795089.69,-72078095.91,1332538400,-5.409082087991,12.799,123.6,有价格涨跌幅限制的日价格振幅达到30%的前五只证券,2026-07-21
304,300534,陇神戎发,13.8,14.6179,5,4,147670120.2,221555370.02,-73885249.82,1504432006,-4.911172424233,39.5352,41.68,日换手率达到30%的前5只证券,2026-07-21
305,300005,探路者,11.9,-19.9731,3,4,177161498.51,252701622.2,-75540123.69,1478846563,-5.108043361629,13.1871,104.31,日跌幅达到15%的前5只证券,2026-07-20
306,300005,探路者,11.9,-19.9731,3,4,177161498.51,252701622.2,-75540123.69,1478846563,-5.108043361629,13.1871,104.31,日振幅值达到30%的前5只证券,2026-07-20
307,300164,通源石油,10.48,6.288,0,3,20465651.0,96928519.03,-76462868.03,2097661266,-3.645148493198,35.2019,61.12,日换手率达到30%的前5只证券,2026-07-17
308,300201,海伦哲,10.58,-16.2312,4,4,128290725.68,212129639.22,-83838913.54,1090534859,-7.687871033933,9.5809,106.19,日振幅值达到30%的前5只证券,2026-07-20
309,002432,九安医疗,79.2,10.0,0,3,112237908.04,198431537.1,-86193629.06,3594431327,-2.39797679295,9.8105,368.5,日涨幅偏离值达到7%的前5只证券,2026-07-17
310,600436,片仔癀,146.63,3.8824,0,1,0.0,87846294.83,-87846294.83,7480920405,-1.174271213623,4.288,884.64,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2026-07-17
311,603738,泰晶科技,30.62,-9.9941,0,1,0.0,88254032.0,-88254032.0,3675701585,-2.401011887367,9.3839,118.16,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-07-20
312,001309,德明利,508.0,5.1999,1,1,217536701.7,306102790.1,-88566088.4,18834643454,-0.470229705257,24.6157,838.55,日换手率达到20%的前5只证券,2026-07-21
313,002463,沪电股份,115.02,-10.0,3,3,706727944.69,796644610.18,-89916665.49,10440701014,-0.861212914434,4.5468,2211.62,日跌幅偏离值达到7%的前5只证券,2026-07-20
314,001309,德明利,457.2,-10.0,1,2,259675576.79,355671210.54,-95995633.75,12105000841,-0.79302459381,15.5378,754.69,日跌幅偏离值达到7%的前5只证券,2026-07-22
315,002141,贤丰控股,5.54,7.1567,3,4,158752575.0,263160578.63,-104408003.63,1674753794,-6.234230010647,29.6113,57.22,日换手率达到20%的前5只证券,2026-07-23
316,603163,圣晖集成,82.02,-9.9967,0,1,0.0,117632931.18,-117632931.18,1150956485,-10.22044992257,4.1431,82.02,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-07-17
317,301511,德福科技,76.98,-19.9958,3,4,626590473.2,748836742.99,-122246269.79,4066952185,-3.005844775871,12.9492,288.39,日跌幅达到15%的前5只证券,2026-07-20
318,002141,贤丰控股,4.9,-9.9265,2,3,73458223.0,197633766.5,-124175543.5,1484854978,-8.362806155471,27.2961,50.61,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-07-21
319,600353,旭光电子,30.1,-9.988,0,1,0.0,124892977.0,-124892977.0,4916916954,-2.540066837989,6.1778,249.47,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-07-17
320,002141,贤丰控股,4.9,-9.9265,2,3,64449039.0,197633766.5,-133184727.5,1401477186,-9.503167716924,27.2961,50.61,日跌幅偏离值达到7%的前5只证券,2026-07-21
321,002141,贤丰控股,4.9,-9.9265,2,3,64449039.0,197633766.5,-133184727.5,1401477186,-9.503167716924,27.2961,50.61,日换手率达到20%的前5只证券,2026-07-21
322,300005,探路者,14.87,-20.0108,4,4,250566397.55,383774474.31,-133208076.76,1552881419,-8.578122909461,11.0388,130.34,日跌幅达到15%的前5只证券,2026-07-17
323,002409,雅克科技,143.55,10.0,3,4,552664306.4,685954932.24,-133290625.84,5945087623,-2.242029626684,14.3473,457.24,日振幅值达到15%的前5只证券,2026-07-21
324,002396,星网锐捷,29.95,5.0509,1,4,371751272.32,505188806.16,-133437533.84,5993682671,-2.22630294536,26.4314,226.85,日换手率达到20%的前5只证券,2026-07-17
325,002396,星网锐捷,31.61,9.9861,2,3,267713062.65,407649624.28,-139936561.63,6550440679,-2.136292327303,28.7047,239.42,日换手率达到20%的前5只证券,2026-07-21
326,301583,托伦斯,174.0,20.0,3,5,236570047.34,378709655.82,-142139608.48,2195569708,-6.473928291235,43.8288,53.65,日涨幅达到15%的前5只证券,2026-07-24
327,301583,托伦斯,174.0,20.0,3,5,236570047.34,378709655.82,-142139608.48,2195569708,-6.473928291235,43.8288,53.65,日换手率达到30%的前5只证券,2026-07-24
328,002432,九安医疗,73.48,-9.9951,1,3,107895679.5,310197109.92,-202301430.42,3788001416,-5.340584867933,10.8716,341.88,日跌幅偏离值达到7%的前5只证券,2026-07-23
329,002558,巨人网络,25.26,-9.8501,0,3,0.0,204992693.21,-204992693.21,4049815212,-5.061778932594,8.2295,480.08,日跌幅偏离值达到7%的前5只证券,2026-07-23
330,300005,探路者,11.04,-7.2269,3,3,424127131.06,636474867.14,-212347736.08,5020326919,-4.229759127366,22.4611,96.77,连续三个交易日内，跌幅偏离值累计达到30%的证券,2026-07-21
331,002156,通富微电,69.82,-6.7824,3,2,736146064.33,954031506.2,-217885441.87,14982780765,-1.454239004678,13.5563,1059.49,日跌幅偏离值达到7%的前5只证券,2026-07-23
332,688502,茂莱光学,363.92,-20.0,0,3,0.0,218404974.1,-218404974.1,1266878500,-17.239614856515,5.9278,192.15,有价格涨跌幅限制的日收盘价格跌幅达到15%的前五只证券,2026-07-20
333,688257,新锐股份,58.44,-14.1598,1,3,34225148.19,266764013.03,-232538864.84,1854601700,-12.538480086587,8.3256,207.62,有价格涨跌幅限制的日价格振幅达到30%的前五只证券,2026-07-20
334,300285,国瓷材料,59.9,19.992,3,4,343762122.23,578594692.13,-234832569.9,6099771968,-3.84985817719,13.154,511.35,日涨幅达到15%的前5只证券,2026-07-21
335,603115,海星股份,65.66,-9.9931,0,3,0.0,274832972.0,-274832972.0,1835977395,-14.969300425401,3.8125,158.83,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-07-20
336,688347,华虹宏力,397.78,20.0012,0,2,0.0,324170820.85,-324170820.85,12877385800,-2.517365138272,8.6834,1621.95,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2026-07-21
337,688668,鼎通科技,243.46,-19.9987,0,3,0.0,346214381.21,-346214381.21,2242004900,-15.442177722716,6.1478,339.07,有价格涨跌幅限制的日收盘价格跌幅达到15%的前五只证券,2026-07-17
338,688635,长进光子,276.2,8.4967,2,2,8122797200.0,8482485500.0,-359688300.0,38807359800,-0.926855889846,17.0856,49.04,有价格涨跌幅限制的连续30个交易日内收盘价格跌幅偏离值累计达到-70%的证券,2026-07-21
339,603256,宏和科技,144.25,-10.0012,1,2,449392000.0,843056991.44,-393664991.44,7579532344,-5.193789980349,1.7577,1269.01,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-07-20
340,605376,博迁新材,134.48,-9.9987,0,2,0.0,411203258.04,-411203258.04,6199411842,-6.632939842037,4.1862,351.8,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-07-20
341,688361,中科飞测,366.46,20.0013,1,2,193876922.53,617266647.16,-423389724.63,5569561900,-7.601849700782,4.7238,1290.13,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2026-07-21
342,002384,东山精密,217.73,-9.9992,2,3,884319006.81,1397791523.02,-513472516.21,24583739099,-2.088667285893,7.8498,3018.44,日跌幅偏离值达到7%的前5只证券,2026-07-20
343,600176,中国巨石,38.7,-10.0,0,1,0.0,558338593.3,-558338593.3,11339760425,-4.923724773489,6.9711,1537.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2026-07-22
344,600176,中国巨石,39.44,-9.9543,0,2,0.0,1541617424.07,-1541617424.07,26162167268,-5.892544789115,5.3242,1566.39,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-07-20
