序号,代码,名称,收盘价,涨跌幅,买方机构数,卖方机构数,机构买入总额,机构卖出总额,机构买入净额,市场总成交额,机构净买额占总成交额比,换手率,流通市值,上榜原因,上榜日期
198,000779,甘咨询,9.91,-9.9909,1,1,3309387.0,5536055.0,-2226668.0,128493043,-1.732909384051,0.402,46.06,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-07-21
199,002211,ST宏达,3.78,9.8837,0,1,0.0,2374592.0,-2374592.0,7967313,-29.804176138179,0.1773,16.35,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-27
200,000011,深物业A,8.26,9.9867,2,1,18439025.3,20878097.66,-2439072.36,299493417,-0.814399322841,4.756,43.49,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-24
201,001314,亿道信息,49.74,-10.0054,1,2,3964278.0,6441330.0,-2477052.0,119758998,-2.068363998837,1.9401,61.73,日跌幅偏离值达到7%的前5只证券,2026-07-21
202,301357,北方长龙,86.33,20.0028,2,3,46713880.16,49283844.0,-2569963.84,564720361,-0.455086095258,7.3903,82.19,日涨幅达到15%的前5只证券,2026-07-23
203,001206,依依股份,19.4,-10.0186,2,1,12692811.47,15309948.76,-2617137.29,446450788,-0.58620958017,1.3567,20.73,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-07-22
204,001206,依依股份,21.56,-9.9791,2,1,12692811.47,15309948.76,-2617137.29,418324668,-0.625623466699,16.3843,23.04,日跌幅偏离值达到7%的前5只证券,2026-07-21
205,688679,通源环境,40.82,19.9882,1,1,23749289.11,26578997.38,-2829708.27,479982500,-0.589544050043,5.5143,53.76,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2026-07-23
206,301176,逸豪新材,39.66,-20.0081,4,4,104873114.61,107840880.81,-2967766.2,796097994,-0.372789056419,11.0312,65.06,日跌幅达到15%的前5只证券,2026-07-20
207,920193,吉和昌,32.12,6.3224,1,1,7561465.88,10545426.51,-2983960.63,192037800,-1.553840249159,24.5246,8.09,当日换手率达到20%的前5只股票,2026-07-21
208,300444,双杰电气,10.69,8.5279,4,4,215719432.08,218704530.75,-2985098.67,4070819482,-0.07332918306,23.8258,67.07,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-07-27
209,002900,哈三联,12.1,10.0,2,4,48956332.0,52081059.93,-3124727.93,386774982,-0.807892980524,15.6239,19.5,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-23
210,920193,吉和昌,33.98,15.1864,0,1,2001856.26,5255916.13,-3254059.87,281351300,-1.156582489578,32.8447,8.56,当日换手率达到20%的前5只股票,2026-07-23
211,003033,征和工业,64.43,-6.4877,2,3,17600385.0,21255204.0,-3654819.0,171413891,-2.132160339327,3.2717,52.02,日跌幅偏离值达到7%的前5只证券,2026-07-27
212,300649,杭州园林,20.92,-11.6927,4,4,72339818.0,76647094.0,-4307276.0,297974869,-1.445516534483,12.4052,22.2,日振幅值达到30%的前5只证券,2026-07-20
213,002396,星网锐捷,33.93,-1.9081,4,4,607140983.31,611878582.13,-4737598.82,5992262500,-0.07906193729,22.9313,256.99,日换手率达到20%的前5只证券,2026-07-23
214,600617,国新能源,3.73,10.0295,0,1,0.0,5369637.13,-5369637.13,199782970,-2.68773516081,3.0644,66.23,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2026-07-27
215,002667,*ST威领,8.64,-3.6789,1,2,13112975.0,18589380.0,-5476405.0,272086857,-2.012741468067,12.2745,20.44,日振幅值达到15%的前5只证券,2026-07-24
216,002218,拓日新能,4.2,9.9476,1,2,41275916.96,46805559.84,-5529642.88,1205385072,-0.458744927944,17.9581,58.28,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-24
217,002759,ST天际,13.28,5.1465,0,1,5953686.0,11634465.93,-5680779.93,930709916,-0.610370624868,14.3379,66.53,日振幅值达到15%的前5只证券,2026-07-23
218,301292,海科新源,62.69,20.0038,3,4,91563428.71,97548889.16,-5985460.45,1152133060,-0.519511214269,23.6732,53.41,日涨幅达到15%的前5只证券,2026-07-23
219,300414,中光防雷,11.27,20.0213,1,4,7506363.0,13495930.25,-5989567.25,144511475,-4.144700100805,4.2352,35.34,日涨幅达到15%的前5只证券,2026-07-24
220,000601,韶能股份,7.05,8.7963,0,1,8579254.0,14779431.0,-6200177.0,1822494943,-0.340202699811,14.4762,73.89,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-20
221,000417,合百集团,5.94,-6.6038,0,1,540882.0,6768631.0,-6227749.0,429673891,-1.449412945596,9.3224,46.27,日跌幅偏离值达到7%的前5只证券,2026-07-27
222,002677,浙江美大,6.44,-10.0559,1,1,5558700.0,11910222.0,-6351522.0,309741725,-2.050586500737,1.69,35.52,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-07-21
223,603690,至纯科技,22.62,10.0195,0,1,0.0,6396691.0,-6396691.0,423157225,-1.511658225852,4.9809,86.63,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2026-07-24
224,920088,科力股份,53.7,8.2225,0,1,0.0,6580543.42,-6580543.42,498977700,-1.318805112934,28.0877,17.49,当日换手率达到20%的前5只股票,2026-07-22
225,920222,益坤电气,31.6,10.4895,0,1,0.0,6616917.18,-6616917.18,253592500,-2.609271638554,70.5218,3.65,当日换手率达到20%的前5只股票,2026-07-24
226,300368,汇金股份,9.41,20.0255,0,3,22112950.0,28900151.2,-6787201.2,830715141,-0.81703111753,9.7376,49.77,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-07-20
227,600605,汇通能源,25.52,-9.9824,0,1,0.0,7028379.0,-7028379.0,130839910,-5.371739402756,2.4447,52.64,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2026-07-22
228,605178,时空科技,72.6,-9.0112,1,1,16094027.0,23819628.0,-7725601.0,823850816,-0.937742713846,7.6892,71.93,非S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-07-21
229,002265,建设工业,19.34,10.0114,4,4,73591416.0,81458895.87,-7867479.87,869768205,-0.904549030969,2.0365,199.79,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-24
230,003001,中岩大地,16.85,-9.9893,4,4,43140559.0,51156140.0,-8015581.0,421657614,-1.900969111873,20.5372,19.27,日跌幅偏离值达到7%的前5只证券,2026-07-22
231,000672,上峰材料,14.02,-10.0128,3,1,42608793.4,51981484.25,-9372690.85,618430440,-1.515561046769,4.4852,135.91,日跌幅偏离值达到7%的前5只证券,2026-07-27
232,300834,星辉环材,38.08,20.0126,1,4,19985837.0,29694464.0,-9708627.0,221871275,-4.37579267528,3.2317,73.11,日涨幅达到15%的前5只证券,2026-07-22
233,000595,新能股份,6.07,9.9638,1,1,10134407.0,20239312.0,-10104905.0,727000475,-1.389944758977,10.5812,69.12,日涨幅偏离值达到7%的前5只证券,2026-07-24
234,300368,汇金股份,9.41,20.0255,0,3,11351256.0,21568566.3,-10217310.3,468053436,-2.182936714944,9.7376,49.77,日涨幅达到15%的前5只证券,2026-07-20
235,003001,中岩大地,17.6,-10.0204,3,2,30675376.0,41203441.9,-10528065.9,527291728,-1.996630203158,24.4069,20.13,日振幅值达到15%的前5只证券,2026-07-20
236,003001,中岩大地,17.6,-10.0204,3,2,30675376.0,41203441.9,-10528065.9,527291728,-1.996630203158,24.4069,20.13,日换手率达到20%的前5只证券,2026-07-20
237,000899,赣能股份,11.76,9.9065,1,1,19390364.0,29976383.68,-10586019.68,1171080395,-0.903953283241,7.0044,114.74,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-07-20
238,301190,善水科技,17.42,19.9725,2,3,17645540.96,28310555.14,-10665014.18,207782761,-5.132771423708,8.8472,24.93,日涨幅达到15%的前5只证券,2026-07-20
239,605179,一鸣食品,15.7,7.3137,0,1,0.0,10777782.0,-10777782.0,576528013,-1.86942902287,4.4815,62.96,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2026-07-20
240,000596,古井贡酒,90.89,-6.8273,4,3,98819224.21,110219903.29,-11400679.08,987782931,-1.154168463759,2.6377,371.38,日跌幅偏离值达到7%的前5只证券,2026-07-23
241,002218,拓日新能,4.2,9.9476,0,2,16015760.96,27498112.0,-11482351.04,1006822540,-1.14045430886,17.9581,58.28,日涨幅偏离值达到7%的前5只证券,2026-07-24
242,301190,善水科技,19.25,7.362,4,3,59522046.0,71454093.43,-11932047.43,913171275,-1.306660399496,13.1816,27.55,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-07-22
243,002654,万润科技,12.41,7.2602,2,2,58713905.52,70716409.02,-12002503.5,1157043526,-1.037342436157,11.7669,104.89,日振幅值达到15%的前5只证券,2026-07-21
244,920088,科力股份,53.0,-3.6188,0,1,1005871.29,14456608.17,-13450736.88,495628900,-2.713872592982,27.6034,17.26,当日换手率达到20%的前5只股票,2026-07-24
245,603567,珍宝岛,6.44,10.0855,0,1,0.0,14804990.0,-14804990.0,578892580,-2.557467570236,10.1981,60.5,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2026-07-27
246,603567,珍宝岛,6.44,10.0855,0,1,0.0,14804990.0,-14804990.0,578892580,-2.557467570236,10.1981,60.5,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,2026-07-27
247,603988,中电电机,17.17,9.9936,0,1,0.0,15176254.0,-15176254.0,292795880,-5.183219791207,2.0526,40.38,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2026-07-23
248,603683,晶华新材,15.88,-5.3071,1,1,45872487.8,61271163.88,-15398676.08,1278277001,-1.204643130398,28.6634,45.77,有价格涨跌幅限制的日换手率达到20%的前五只证券,2026-07-23
249,001399,惠科股份,27.87,9.9842,2,4,286186892.36,303019261.69,-16832369.33,3018119710,-0.557710460398,27.8961,120.0,日换手率达到20%的前5只证券,2026-07-21
250,001399,惠科股份,27.87,9.9842,2,4,286186892.36,303019261.69,-16832369.33,3018119710,-0.557710460398,27.8961,120.0,日振幅值达到15%的前5只证券,2026-07-21
